what,kind,bundleId,bundleVersion,description,time
closed,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1315287038280
started,bundle,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms",1315287051142
started,bundle,org.eclipse.wst.sse.core,1.1.402.v201001251516,"org.eclipse.wst.sse.core",1315287051458
started,bundle,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.adt",1315287051458
started,bundle,com.android.ide.eclipse.traceview,12.0.0.v201106281929-138431,"com.android.ide.eclipse.traceview",1315287051534
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1315287051951
started,bundle,org.eclipse.core.filesystem,1.2.1.R35x_v20091203-1235,"org.eclipse.core.filesystem",1315287052216
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1315287052236
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring",1315287052251
error,log,,,"Unhandled event loop exception",1315287142426
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1315287176583
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1315287181355
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1315287182705
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1315287185259
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1315287207996
